,speakerid,filename,birthplace,native_language,age,sex,age_onset
962,963,pashto3,"kandahar, afghanistan",pashto,3,female,5
963,964,latvian2,"riga, latvia",latvian,3,female,5
964,965,bulgarian10,"dobrich, bulgaria",bulgarian,3,female,5
965,966,bulgarian11,"dobrich, bulgaria",bulgarian,3,male,5
966,967,jamaican,"cave valley, jamaica",jamaican,3,male,5
967,968,dari3,"kabul, afghanistan",dari,3,male,5
968,969,bambara5,"segou, mali",bambara,3,female,5
969,970,arabic24,"cairo, egypt",arabic,3,male,5
970,971,turkish19,"istanbul, turkey",turkish,3,male,5
971,972,portuguese25,"rio de janeiro, brazil",portuguese,3,female,5
972,973,romanian14,"costesti, moldova",romanian,3,female,5
973,974,ga2,"accra, ghana",ga,3,female,5
974,975,ewe2,"accra, ghana",ewe,3,female,5
975,976,ga3,"accra, ghana",ga,3,female,5
976,977,english286,"beaumont, texas, usa",english,3,female,5
977,978,kambaata1,"hosanna, ethiopia",kambaata,3,male,5
978,979,akan1,"accra, ghana",akan,3,male,5
979,980,romanian15,"bucharest, romania",romanian,3,female,5
980,981,english287,"singapore, singapore",english,3,female,5
981,982,english288,"st. louis, missouri, usa",english,3,female,5
982,983,english289,"fairfax, virginia, usa",english,3,female,5
983,984,mandarin21,"chengdu, sichuan, china",mandarin,3,female,5
984,985,amharic6,"addis ababa, ethiopia",amharic,3,female,5
985,986,english290,"duluth, georgia, usa",english,3,male,5
986,987,bengali9,"kolkata, india",bengali,3,female,5
987,988,serbian14,"podgorica, montenegro",serbian,3,female,5
988,989,amharic7,"addis ababa, ethiopia",amharic,3,male,5
989,990,amharic8,"addis ababa, ethiopia",amharic,3,female,5
990,991,amharic9,"addis ababa, ethiopia",amharic,3,male,5
991,992,bafang2,"douala, cameroon",bafang,3,male,5
992,993,sinhala4,"katunayake, sri lanka",sinhala,3,male,5
993,994,russian22,"riga, latvia",russian,3,male,5
994,995,italian17,"turin, italy",italian,3,male,5
995,996,romanian16,"bucharest, romania",romanian,3,female,5
996,997,armenian5,"yerevan, armenia",armenian,3,female,5
997,998,amharic10,"gonder, ethiopia",amharic,3,female,5
998,999,moba1,"mango, togo",moba,3,male,5
999,1000,fataluku1,"lautem, timor-leste",fataluku,3,male,5
1000,1001,tetun-dili1,"baucau, timor-leste",tetun-dili,3,female,5
1001,1002,kambaata2,"durame, ethiopia",kambaata,3,male,5
1002,1003,dutch13,"zwolle, netherlands",dutch,3,female,5
1003,1004,dutch14,"zwolle, netherlands",dutch,3,female,5
1004,1005,korean15,"pusan, south korea",korean,3,male,5
1005,1006,korean16,"nonsan, south korea",korean,3,female,5
1006,1007,korean17,"cheju-do, south korea",korean,3,male,5
1007,1008,susu1,"conakry, guinea",susu,3,male,5
1008,1009,bengali10,"dhaka, bangladesh",bengali,3,female,5
1009,1010,pashto4,"peshawar, pakistan",pashto,3,female,5
1010,1011,arabic25,"ramun, israel (occupied territory)",arabic,3,male,5
1011,1012,arabic26,"amman, jordan",arabic,3,female,5
1012,1013,arabic27,"jerusalem, israel",arabic,3,male,5
1013,1014,urdu6,"bangalore, india",urdu,3,female,5
1014,1015,farsi11,"kabul, afghanistan",farsi,3,female,5
1015,1016,gujarati5,"bombay, india",gujarati,3,female,5
1016,1017,hindi9,"durgapur, west bengal, india",hindi,3,male,5
1017,1018,bengali11,"durgapur, west bengal, india",bengali,3,male,5
1018,1019,mandarin22,"haikou, hainan, china",mandarin,3,female,5
1019,1020,chichewa1,"mulanje, malawi",chichewa,3,male,5
1020,1021,french29,"cannes, france",french,3,female,5
1021,1022,hadiyya1,"hosanna, ethiopia",hadiyya,3,male,5
1022,1023,french30,"kinshasa, democratic republic of congo",french,3,male,5
1023,1024,mongolian4,"ulaanbaatar, mongolia",mongolian,3,male,5
1024,1025,bosnian6,"zenica, bosnia and herzegovina",bosnian,3,female,5
1025,1026,english291,"belize city, belize",english,3,male,5
1026,1027,swedish9,"uddevalla, sweden",swedish,3,male,5
1027,1028,shilluk1,"malakal, sudan",shilluk,3,male,5
1028,1029,bari1,"khartoum, sudan",bari,3,male,5
1029,1030,bari2,"khartoum, sudan",bari,3,male,5
1030,1031,kikongo2,"kimulaza, uige, angola",kikongo,3,male,5
1031,1032,hadiyya2,"hosanna, ethiopia",hadiyya,3,male,5
1032,1033,kambaata3,"hosanna, ethiopia",kambaata,3,male,5
1033,1034,hausa1,"kano, nigeria",hausa,3,male,5
1034,1035,hausa2,"bauchi, nigeria",hausa,3,male,5
1035,1036,hausa3,"malumfashi, nigeria",hausa,3,female,5
1036,1037,fulfulde,"hong, adamawa, nigeria",fulfulde,3,male,5
1037,1038,rwanda1,"byumba, rwanda",rwanda,3,male,5
1038,1039,hausa4,"kano, nigeria",hausa,3,male,5
1039,1040,igbo3,"lagos, nigeria",igbo,3,male,5
1040,1041,kiswahili8,"nyeri, kenya",kiswahili,3,female,5
1041,1042,oromo2,"yabello, burana, ethiopia",oromo,3,male,5
1042,1043,italian18,"grugliasco, italy",italian,3,male,5
1043,1044,mandarin23,"kao-hsiung, taiwan",mandarin,3,female,5
1044,1045,bavarian2,"berchtesgaden, germany",bavarian,3,female,5
1045,1046,japanese11,"toyama, japan",japanese,3,female,5
1046,1047,hausa5,"maine, niger",hausa,3,female,5
1047,1048,hausa6,"kano, nigeria",hausa,3,male,5
1048,1049,kanuri1,"kaduna, nigeria",kanuri,3,female,5
1049,1050,hausa7,"sokoto, nigeria",hausa,3,male,5
1050,1051,english292,"kansas city, missouri, usa",english,3,male,5
1051,1052,english293,"billings, montana, usa",english,3,female,5
1052,1053,slovenian2,"ljubljana, slovenia",slovenian,3,male,5
1053,1054,indonesian5,"jakarta, indonesia",indonesian,3,male,5
1054,1055,thai8,"bangkok, thailand",thai,3,male,5
1055,1056,ukrainian6,"priluki, ukraine",ukrainian,3,female,5
1056,1057,russian23,"zaporizhzhya, ukraine",russian,3,female,5
1057,1058,bosnian7,"gornji vakuf, bosnia and herzegovina",bosnian,3,female,5
1058,1059,georgian5,"tbilisi, republic of georgia",georgian,3,male,5
1059,1060,english294,"naracoorte, australia",english,3,female,5
1060,1061,urdu7,"islamabad, pakistan",urdu,3,male,5
1061,1062,french31,"paris, france",french,3,male,5
1062,1063,croatian5,"tomislavgrad, bosnia and herzegovina",croatian,3,female,5
1063,1064,german21,"villach, austria",german,3,female,5
1064,1065,swedish10,"lidkoping, sweden",swedish,3,female,5
1065,1066,czech5,"klando, czech republic",czech,3,female,5
1066,1067,english295,"airdrie, alberta, canada",english,3,male,5
1067,1068,filipino1,"quezon city, philippines",filipino,3,male,5
1068,1069,spanish65,"barranquilla, colombia",spanish,3,male,5
1069,1070,english296,"edmonton, alberta, canada",english,3,female,5
1070,1071,english297,"lindenhurst, new york, usa",english,3,male,5
1071,1072,english298,"lismore, new south wales, australia",english,3,male,5
1072,1073,russian24,"sochi, russia",russian,3,female,5
1073,1074,hebrew8,"jerusalem, israel",hebrew,3,male,5
1074,1075,english299,"windsor, ontario, canada",english,3,male,5
1075,1076,english300,"dublin, ireland",english,3,male,5
1076,1077,spanish66,"san salvador, el salvador",spanish,3,male,5
1077,1078,english301,"toronto, ontario, canada",english,3,male,5
1078,1079,serbian15,"tuzla, bosnia and herzegovina",serbian,3,female,5
1079,1080,french32,"kabinda, democratic republic of congo",french,3,male,5
1080,1081,albanian6,"prishtina, kosovo",albanian,3,female,5
1081,1082,bosnian8,"sarajevo, bosnia and herzegovina",bosnian,3,female,5
1082,1083,croatian6,"doboj, bosnia and herzegovina",croatian,3,female,5
1083,1084,oriya2,"orissa, india",oriya,3,male,5
1084,1085,english302,"melbourne, australia",english,3,male,5
1085,1086,english303,"anaheim, california, usa",english,3,female,5
1086,1087,khmer4,"phnom penh, cambodia",khmer,3,male,5
1087,1088,english304,"clare, ireland",english,3,female,5
1088,1089,mandarin24,"shanghai, china",mandarin,3,female,5
1089,1090,gedeo1,"dilla, ethiopia",gedeo,3,male,5
1090,1091,ukrainian7,"kiev, ukraine",ukrainian,3,male,5
1091,1092,german22,"elsterwerda, germany",german,3,female,5
1092,1093,english306,"london, uk",english,3,female,5
1093,1094,english305,"la paz, bolivia",english,3,female,5
1094,1095,krio3,"freetown, sierra leone",krio,3,female,5
1095,1096,russian25,"orhei, moldova",russian,3,female,5
1096,1097,russian26,"chisinau, moldova",russian,3,female,5
1097,1098,kurdish4,"kirkuk, iraq",kurdish,3,male,5
1098,1099,romanian17,"chisinau, moldova",romanian,3,female,5
1099,1100,english307,"alexandria, va, usa",english,3,male,5
1100,1101,english308,"cardiff, wales, uk",english,3,male,5
1101,1102,greek7,"athens, greece",greek,3,male,5
1102,1103,thai9,"bangkok, thailand",thai,3,female,5
1103,1104,nama1,"rehoboth, namibia",nama,3,male,5
1104,1105,english309,"dunedin, new zealand",english,3,female,5
1105,1106,krio4,"freetown, sierra leone",krio,3,female,5
1106,1107,tigrigna5,"asmara, eritrea",tigrigna,3,male,5
1107,1108,english310,"oxford, uk",english,3,female,5
1108,1109,portuguese26,"campo grande, brazil",portuguese,3,female,5
1109,1110,english311,"detroit, michigan, usa",english,3,female,5
1110,1111,spanish67,"santa marta, colombia",spanish,3,female,5
1111,1112,farsi12,"kerman, iran",farsi,3,male,5
1112,1113,english312,"edmonton, alberta, canada",english,3,female,5
1113,1114,italian19,"rome, italy",italian,3,male,5
1114,1115,arabic28,"al-ayn, united arab emirates",arabic,3,male,5
1115,1116,arabic29,"doha, qatar",arabic,3,male,5
1116,1117,korean18,"seoul, south korea",korean,3,male,5
1117,1118,korean19,"seoul, south korea",korean,3,female,5
1118,1119,english313,"silver spring, maryland, usa",english,3,male,5
1119,1120,english314,"memphis, tennessee, usa",english,3,female,5
1120,1121,english315,"los angeles, california, usa",english,3,male,5
1121,1122,english316,"sacramento, california, usa",english,3,male,5
1122,1123,italian20,"naples, italy",italian,3,male,5
1123,1124,italian21,"trento, italy",italian,3,male,5
1124,1125,mandarin25,"wuxi, jiangsu, china",mandarin,3,female,5
1125,1126,korean20,"inchon, south korea",korean,3,female,5
1126,1127,french33,"montreal, quebec, canada",french,3,male,5
1127,1128,portuguese27,"sao paulo, brazil",portuguese,3,female,5
1128,1129,amharic11,"addis ababa, ethiopia",amharic,3,female,5
1129,1130,amharic12,"addis ababa, ethiopia",amharic,3,female,5
1130,1131,amharic13,"addis ababa, ethiopia",amharic,3,female,5
1131,1132,english317,"burlington, vermont, usa",english,3,male,5
1132,1133,arabic30,"riyadh, saudi arabia",arabic,3,female,5
1133,1134,vietnamese9,"ho chi minh city, vietnam",vietnamese,3,male,5
1134,1135,mongolian5,"sofia, bulgaria",mongolian,3,male,5
1135,1136,hausa8,"katsina, nigeria",hausa,3,male,5
1136,1137,english318,"sarnia, ontario, canada",english,3,male,5
1137,1138,english319,"grimsby, lincolnshire, uk",english,3,male,5
1138,1139,hungarian7,"budapest, hungary",hungarian,3,female,5
1139,1140,krio5,"freetown, sierra leone",krio,3,male,5
1140,1141,mandarin26,"emei, sichuan, china",mandarin,3,female,5
1141,1142,korean21,"ulsan, south korea",korean,3,male,5
1142,1143,gujarati6,"kutch, gujarat, india",gujarati,3,male,5
1143,1144,turkish20,"kocaeli, turkey",turkish,3,female,5
1144,1145,korean22,"inchon, south korea",korean,3,female,5
1145,1146,kiswahili9,"tanga, tanzania",kiswahili,3,male,5
1146,1147,somali4,"mogadishu, somalia",somali,3,female,5
1147,1148,somali5,"mogadishu, somalia",somali,3,male,5
1148,1149,somali6,"hargeysa, somalia",somali,3,male,5
1149,1150,ga4,"accra, ghana",ga,3,male,5
1150,1151,tigrigna6,"adigrat, ethiopia",tigrigna,3,female,5
1151,1152,oromo3,"dembi dollo, ethiopia",oromo,3,female,5
1152,1153,gusii2,"kisii, kenya",gusii,3,male,5
1153,1154,mandarin27,"chengdu, sichuan, china",mandarin,3,male,5
1154,1155,kikuyu2,"kerugoya, kenya",kikuyu,3,male,5
1155,1156,kikuyu3,"nairobi, kenya",kikuyu,3,female,5
1156,1157,serbian16,"belgrade, serbia",serbian,3,male,5
1157,1158,lingala1,"kinshasa, democratic republic of congo",lingala,3,male,5
1158,1159,afrikaans4,"pretoria, south africa",afrikaans,3,male,5
1159,1160,french34,"abidjan, ivory coast",french,3,male,5
1160,1161,yiddish3,"brooklyn, new york, usa",yiddish,3,male,5
1161,1162,english320,"maryland county, liberia",english,3,female,5
1162,1163,english321,"brooklyn, new york, usa",english,3,male,5
1163,1164,yiddish4,"vienna, austria",yiddish,3,female,5
1164,1165,haitian,"port-au-prince, haiti",haitian,3,male,5
1165,1166,haitian,"port-au-prince, haiti",haitian,3,male,5
1166,1167,haitian,"port-au-prince, haiti",haitian,3,male,5
1167,1168,haitian,"port-au-prince, haiti",haitian,3,male,5
1168,1169,haitian,"port-au-prince, haiti",haitian,3,female,5
1169,1170,yiddish5,"vilnius, lithuania",yiddish,3,female,5
1170,1171,polish14,"warsaw, poland",polish,3,male,5
1171,1172,english322,"yorkton, saskatchewan, canada",english,3,male,5
1172,1173,english323,"regina, saskatchewan, canada",english,3,female,5
1173,1174,english324,"st. marys, ontario, canada",english,3,male,5
1174,1175,italian22,"teramo, italy",italian,3,male,5
1175,1176,english325,"reading, pennsylvania, usa",english,3,male,5
1176,1177,italian23,"cuneo, italy",italian,3,female,5
1177,1178,slovak4,"bratislava, slovakia",slovak,3,female,5
1178,1179,,,,,,
1179,1180,kurdish5,"sulaymaniyah, iraq",kurdish,3,male,5
1180,1181,arabic31,"baghdad, iraq",arabic,3,female,5
1181,1182,kalanga1,"francistown, botswana",kalanga,3,male,5
1182,1183,tswana2,"lobatse, botswana",tswana,3,female,5
1183,1184,ibibio1,"uyo, akwa ibom, nigeria",ibibio,3,male,5
1184,1185,ibibio2,"abak, akwa ibom, nigeria",ibibio,3,female,5
1185,1186,catalan3,"santiago, chile",catalan,3,female,5
1186,1187,portuguese28,"sao paulo, brazil",portuguese,3,female,5
1187,1188,english326,"fairborn, ohio, usa",english,3,male,5
1188,1189,french35,"toulouse, france",french,3,male,5
1189,1190,kabyle1,"algiers, algeria",kabyle,3,female,5
1190,1191,russian27,"moscow, russia",russian,3,male,5
1191,1192,vietnamese10,"quang nam, vietnam",vietnamese,3,female,5
1192,1193,nandi1,"eldoret, kenya",nandi,3,male,5
1193,1194,malay2,"kuching, sarawak, malaysia",malay,3,male,5
1194,1195,swedish11,"espoo, finland",swedish,3,female,5
1195,1196,korean23,"seoul, south korea",korean,3,female,5
1196,1197,kurdish6,"sulaymaniyah, iraq",kurdish,3,female,5
1197,1198,russian28,"minsk, belarus",russian,3,female,5
1198,1199,mongolian6,"sukhbaatar, mongolia",mongolian,3,female,5
1199,1200,sa'a1,"riverside, small malaita, solomon islands",sa'a,3,male,5
1200,1201,vietnamese11,"quang nam, vietnam",vietnamese,3,male,5
1201,1202,hindi10,"new delhi, india",hindi,3,female,5
1202,1203,arabic32,"baghdad, iraq",arabic,3,male,5
1203,1204,arabic33,"baghdad, iraq",arabic,3,female,5
1204,1205,english327,"dunedin, florida, usa",english,3,male,5
1205,1206,english328,"hollywood, florida, usa",english,3,female,5
1206,1207,english329,"boise, idaho, usa",english,3,female,5
1207,1208,english330,"augusta, georgia, usa",english,3,female,5
1208,1209,english331,"perth, australia",english,3,female,5
1209,1210,turkish21,"istanbul, turkey",turkish,3,female,5
1210,1211,norwegian6,"askim, norway",norwegian,3,male,5
1211,1212,english332,"baltimore, maryland, usa",english,3,female,5
1212,1213,northern,"polokwane, limpopo, south africa",northern,3,female,5
1213,1214,english333,"spokane, washington, usa",english,3,female,5
1214,1215,english334,"derby, england, uk",english,3,female,5
1215,1216,english335,"washington, district of columbia, usa",english,3,male,5
1216,1217,english336,"baltimore, maryland, usa",english,3,female,5
1217,1218,english337,"jersey city, new jersey, usa",english,3,female,5
1218,1219,english338,"sydney, australia",english,3,female,5
1219,1220,english339,"chicago, illinois, usa",english,3,male,5
1220,1221,finnish6,"riihimaki, finland",finnish,3,female,5
1221,1222,english340,"charleston, west virginia, usa",english,3,male,5
1222,1223,dutch15,"nunspeet, netherlands",dutch,3,male,5
1223,1224,english341,"new york, new york, usa",english,3,female,5
1224,1225,english342,"kansas city, missouri, usa",english,3,male,5
1225,1226,english343,"portland, maine, usa",english,3,male,5
1226,1227,spanish68,"san fernando, chile",spanish,3,male,5
1227,1228,armenian6,"armavir, russia",armenian,3,male,5
1228,1229,spanish69,"caracas, venezuela",spanish,3,female,5
1229,1230,spanish70,"bogota, colombia",spanish,3,female,5
1230,1231,spanish71,"rosario, argentina",spanish,3,male,5
1231,1232,english344,"lumberton, north carolina, usa",english,3,female,5
1232,1233,english345,"kansas city, missouri, usa",english,3,male,5
1233,1234,kazakh2,"almaty, kazakhstan",kazakh,3,male,5
1234,1235,english346,"east hartford, connecticut, usa",english,3,male,5
1235,1236,english347,"burnsville, minnesota, usa",english,3,female,5
1236,1237,english348,"las pinas, philippines",english,3,female,5
1237,1238,spanish72,"miami, florida, usa",spanish,3,female,5
1238,1239,english349,"warrenton, virginia, usa",english,3,female,5
1239,1240,spanish73,"merida, venezuela",spanish,3,male,5
1240,1241,english350,"polesworth, staffordshire, uk",english,3,female,5
1241,1242,english351,"carthage, missouri, usa",english,3,male,5
1242,1243,english352,"singapore, singapore",english,3,male,5
1243,1244,faroese1,"torshavn, faroe islands",faroese,3,male,5
1244,1245,polish15,"ketrzyn, poland",polish,3,female,5
1245,1246,english353,"saskatoon, saskatchewan, canada",english,3,male,5
1246,1247,cantonese19,"hong kong, china",cantonese,3,female,5
1247,1248,czech6,"ostrava, czech republic",czech,3,male,5
1248,1249,spanish74,"zaragoza, spain",spanish,3,male,5
1249,1250,english354,"christchurch, new zealand",english,3,female,5
1250,1251,chaldean1,"baghdad, iraq",chaldean,3,male,5
1251,1252,yakut1,"yakutsk, russia",yakut,3,female,5
1252,1253,arabic34,"kuwait city, kuwait",arabic,3,female,5
1253,1254,russian29,"chisinau, moldova",russian,3,male,5
1254,1255,german23,"herdecke, germany",german,3,male,5
1255,1256,english355,"los angeles, california, usa",english,3,male,5
1256,1257,english356,"morden, manitoba, canada",english,3,female,5
1257,1258,english357,"alto, georgia, usa",english,3,male,5
1258,1259,english358,"fredericton, new brunswick, canada",english,3,male,5
1259,1260,dutch16,"antwerp, belgium",dutch,3,female,5
1260,1261,dutch17,"wilrijk, belgium",dutch,3,female,5
1261,1262,dutch18,"antwerp, belgium",dutch,3,male,5
1262,1263,dutch19,"heist-op-den-berg, belgium",dutch,3,female,5
1263,1264,dutch20,"vlaams-brabant, belgium",dutch,3,female,5
1264,1265,dutch21,"diest, belgium",dutch,3,female,5
1265,1266,dutch22,"essen, belgium",dutch,3,female,5
1266,1267,lithuanian5,"klaipeda, lithuania",lithuanian,3,female,5
1267,1268,dutch23,"antwerp, belgium",dutch,3,male,5
1268,1269,dutch24,"seoul, south korea",dutch,3,female,5
1269,1270,dutch25,"wilrijk, belgium",dutch,3,female,5
1270,1271,dutch26,"turnhout, belgium",dutch,3,female,5
1271,1272,rundi1,"bururi, burundi",rundi,3,male,5
1272,1273,spanish75,"lima, peru",spanish,3,female,5
1273,1274,dutch27,"antwerp, belgium",dutch,3,female,5
1274,1275,dutch28,"antwerp, belgium",dutch,3,male,5
1275,1276,english359,"sackville, new brunswick, canada",english,3,male,5
1276,1277,english360,"erie, pennsylvania, usa",english,3,female,5
1277,1278,polish16,"koszalin, poland",polish,3,male,5
1278,1279,russian30,"stavropol, russia",russian,3,male,5
1279,1280,english361,"burnsville, minnesota, usa",english,3,female,5
1280,1281,english362,"cork, ireland",english,3,male,5
1281,1282,turkish22,"istanbul, turkey",turkish,3,male,5
1282,1283,serbian17,"belgrade, serbia",serbian,3,female,5
1283,1284,portuguese29,"vitoria, brazil",portuguese,3,male,5
1284,1285,portuguese30,"juiz de fora, brazil",portuguese,3,female,5
1285,1286,portuguese31,"belo horizonte, brazil",portuguese,3,male,5
1286,1287,english363,"castle donington, uk",english,3,male,5
1287,1288,english364,"sydney, australia",english,3,female,5
1288,1289,bosnian9,"sarajevo, bosnia and herzegovina",bosnian,3,male,5
1289,1290,spanish76,"la paz, bolivia",spanish,3,male,5
1290,1291,turkish23,"adana, turkey",turkish,3,female,5
1291,1292,english365,"oxford, uk",english,3,male,5
1292,1293,english366,"bournesmouth, uk",english,3,female,5
1293,1294,english367,"birkenhead, uk",english,3,female,5
1294,1295,english368,"strattford-on-avon, uk",english,3,male,5
1295,1296,luxembourgeois1,"luxembourg, luxembourg",luxembourgeois,3,female,5
1296,1297,english369,"mcminnville, oregon, usa",english,3,male,5
1297,1298,hungarian8,"pinkoc, hungary",hungarian,3,female,5
1298,1299,chaldean2,"baghdad, iraq",chaldean,3,female,5
1299,1300,dutch29,"ede, netherlands",dutch,3,male,5
1300,1301,spanish77,"jalisco, mexico",spanish,3,male,5
1301,1302,english370,"pondicherry, india",english,3,male,5
1302,1303,english371,"colorado springs, colorado, usa",english,3,female,5
1303,1304,french36,"reims, france",french,3,female,5
1304,1305,portuguese32,"volta redonda, brazil",portuguese,3,male,5
1305,1306,french37,"strasbourg, france",french,3,male,5
1306,1307,english372,"christiansburg, virginia, usa",english,3,male,5
1307,1308,english373,"russellville, kentucky, usa",english,3,male,5
1308,1309,indonesian6,"jakarta, indonesia",indonesian,3,male,5
1309,1310,english374,"milford haven, wales, uk",english,3,male,5
1310,1311,russian31,"tallinn, estonia",russian,3,male,5
1311,1312,english375,"manchester, connecticut, usa",english,3,male,5
1312,1313,estonian2,"viljandi, estonia",estonian,3,male,5
1313,1314,russian32,"kiev, ukraine",russian,3,female,5
1314,1315,english376,"pasadena, california, usa",english,3,male,5
1315,1316,portuguese33,"brasilia, brazil",portuguese,3,male,5
1316,1317,russian33,"karaganda, kazakhstan",russian,3,female,5
1317,1318,kurdish7,"sanandaj, iran",kurdish,3,male,5
1318,1319,english377,"trenton, michigan, usa",english,3,female,5
1319,1320,english378,"silver spring, maryland, usa",english,3,female,5
1320,1321,english379,"summit, new jersey, usa",english,3,male,5
1321,1322,italian25,"wiesbaden, germany",italian,3,male,5
1322,1323,english380,"roanoke, virginia, usa",english,3,female,5
1323,1324,english381,"pike county, kentucky, usa",english,3,male,5
1324,1325,english382,"arlington, virginia, usa",english,3,male,5
1325,1326,english383,"washington, district of columbia, usa",english,3,female,5
1326,1327,english384,"williamson, west virginia, usa",english,3,male,5
1327,1328,english385,"mcveigh, kentucky, usa",english,3,female,5
1328,1329,turkish24,"istanbul, turkey",turkish,3,male,5
1329,1330,english386,"los angeles, california, usa",english,3,female,5
1330,1331,english387,"lancaster, california, usa",english,3,female,5
1331,1332,english388,"bluefield, west virginia, usa",english,3,female,5
1332,1333,english389,"aldie, virginia, usa",english,3,female,5
1333,1334,english390,"milwaukee, wisconsin, usa",english,3,male,5
1334,1335,english391,"milton, florida, usa",english,3,female,5
1335,1336,english392,"warrenton, virginia, usa",english,3,male,5
1336,1337,english393,"washington, district of columbia, usa",english,3,female,5
1337,1338,spanish78,"lima, peru",spanish,3,female,5
1338,1339,english394,"aiken, south carolina, usa",english,3,female,5
1339,1340,english395,"alexandria, virginia, usa",english,3,male,5
1340,1341,english396,"orange, virginia, usa",english,3,female,5
1341,1342,english397,"wadesboro, north carolina, usa",english,3,female,5
1342,1343,english398,"salisbury, north carolina, usa",english,3,female,5
1343,1344,spanish79,"lamas, peru",spanish,3,female,5
1344,1345,english399,"la grange, georgia, usa",english,3,female,5
1345,1346,spanish80,"bogota, colombia",spanish,3,female,5
1346,1347,spanish81,"san juan, puerto rico",spanish,3,female,5
1347,1348,english400,"shanklin, isle of wight, uk",english,3,female,5
1348,1349,english401,"lucerne, switzerland",english,3,male,5
1349,1350,english402,"canberra, australia",english,3,female,5
1350,1351,english403,"sydney, australia",english,3,female,5
1351,1352,english404,"windsor, australia",english,3,male,5
1352,1353,english405,"geelong, australia",english,3,female,5
1353,1354,malagasy1,"antananarivo, madagascar",malagasy,3,male,5
1354,1355,pashto5,"kandahar, afghanistan",pashto,3,female,5
1355,1356,pashto6,"kandahar, afghanistan",pashto,3,male,5
1356,1357,pashto7,"kabul, afghanistan",pashto,3,female,5
1357,1358,english406,"pensacola, florida, usa",english,3,female,5
1358,1359,maltese2,"marsa, malta",maltese,3,female,5
1359,1360,english407,"windsor, ontario, canada",english,3,male,5
1360,1361,english408,"lynwood, california, usa",english,3,male,5
1361,1362,english409,"maitland, australia",english,3,female,5
1362,1363,english410,"hamilton, new zealand",english,3,male,5
1363,1364,tagalog7,"manila, philippines",tagalog,3,male,5
1364,1365,japanese12,"tokyo, japan",japanese,3,male,5
1365,1366,slovak5,"povazska bystrika, slovakia",slovak,3,female,5
1366,1367,danish3,"copenhagen, denmark",danish,3,female,5
1367,1368,nuer1,"ayod, sudan",nuer,3,male,5
1368,1369,ganda2,"kampala, uganda",ganda,3,male,5
1369,1370,korean24,"seoul, south korea",korean,3,male,5
1370,1371,english411,"washington, district of columbia, usa",english,3,female,5
1371,1372,english412,"washington, district of columbia, usa",english,3,female,5
1372,1373,english413,"manchester, england, uk",english,3,female,5
1373,1374,english414,"woonsocket, rhode island, usa",english,3,female,5
1374,1375,english415,"woonsocket, rhode island, usa",english,3,male,5
1375,1376,portuguese34,"porto alegre, brazil",portuguese,3,male,5
1376,1377,english416,"sydney, australia",english,3,male,5
1377,1378,farsi13,"ghasreshirin, iran",farsi,3,male,5
1378,1379,ukrainian8,"luhansk, ukraine",ukrainian,3,male,5
1379,1380,english417,"cardiff, wales, uk",english,3,female,5
1380,1381,japanese13,"gunma, japan",japanese,3,male,5
1381,1382,japanese14,"akashi, japan",japanese,3,female,5
1382,1383,german24,"niedersachsen, germany",german,3,male,5
1383,1384,english418,"arlington, virginia",english,3,male,5
1384,1385,english419,"youngstown, ohio, usa",english,3,male,5
1385,1386,korean25,"anseong, kyong gi, south korea",korean,3,female,5
1386,1387,english420,"auckland, new zealand",english,3,male,5
1387,1388,english421,"landstuhl, germany",english,3,male,5
1388,1389,portuguese35,"sao paulo, brazil",portuguese,3,female,5
1389,1390,english422,"rochester, new york, usa",english,3,male,5
1390,1391,arabic35,"jiddah, saudi arabia",arabic,3,male,5
1391,1392,arabic36,"jiddah, saudi arabia",arabic,3,male,5
1392,1393,arabic37,"jiddah, saudi arabia",arabic,3,male,5
1393,1394,arabic38,"shady grove, maryland, usa",arabic,3,female,5
1394,1395,english423,"baltimore, maryland, usa",english,3,female,5
1395,1396,spanish82,"la paz, bolivia",spanish,3,male,5
1396,1397,spanish83,"la paz, bolivia",spanish,3,male,5
1397,1398,spanish84,"buenos aires, argentina",spanish,3,female,5
1398,1399,spanish85,"buenos aires, argentina",spanish,3,female,5
1399,1400,spanish86,"buenos aires, argentina",spanish,3,male,5
1400,1401,spanish87,"la paz, bolivia",spanish,3,male,5
1401,1402,spanish88,"la paz, bolivia",spanish,3,male,5
1402,1403,albanian7,"prishtina, kosovo",albanian,3,female,5
1403,1404,albanian8,"prishtina, kosovo",albanian,3,female,5
1404,1405,arabic39,"jiddah, saudi arabia",arabic,3,male,5
1405,1406,italian24,"milan, italy",italian,3,female,5
1406,1407,russian34,"vladivostok, russia",russian,3,male,5
1407,1408,hausa9,"kaltungo, gombe, nigeria",hausa,3,male,5
1408,1409,english424,"danville, virginia, usa",english,3,male,5
1409,1410,english425,"danville, virginia, usa",english,3,male,5
1410,1411,english426,"florence, south carolina, usa",english,3,female,5
1411,1412,english427,"hanover, pennsylvania, usa",english,3,female,5
1412,1413,english428,"kingstree, south carolina, usa",english,3,female,5
1413,1414,catalan4,"barcelona, spain",catalan,3,female,5
1414,1415,greek8,"athens, greece",greek,3,male,5
1415,1416,english429,"philadelphia, pennsylvania, usa",english,3,female,5
1416,1417,xiang2,"changsha, hunan, china",xiang,3,male,5
